Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,Booking_Date,Quarter,Month,Year
CVEBU,CTSQS,CS-QUADCAM+,Q2 FY2020,DEC FY2020,2474,01-12-2020,2,12,2020
CVEBU,CTSQS,CTS-CAM-P60+,Q2 FY2020,DEC FY2020,1756,01-12-2020,2,12,2020
EBBU,C9300AG,C9300-24S,Q2 FY2020,DEC FY2020,725,01-12-2020,2,12,2020
EBBU,C9300AG,C9300-48S,Q2 FY2020,DEC FY2020,235,01-12-2020,2,12,2020
EBBU,C9500,C9K-F1-SSD-240G,Q2 FY2020,DEC FY2020,188,01-12-2020,2,12,2020
EBBU,C9500,C9500-24Y4C,Q2 FY2020,DEC FY2020,955,01-12-2020,2,12,2020
EBBU,C9500,C9500-40X,Q2 FY2020,DEC FY2020,1294,01-12-2020,2,12,2020
EBBU,C9500,C9500-48Y4C,Q2 FY2020,DEC FY2020,1532,01-12-2020,2,12,2020
EBBU,C9600,C9600-SUP-1,Q2 FY2020,DEC FY2020,400,01-12-2020,2,12,2020
EBBU,C9600,C9606R,Q2 FY2020,DEC FY2020,279,01-12-2020,2,12,2020
ECBU,MDS9000,DS-C9148T-K9,Q2 FY2020,DEC FY2020,181,01-12-2020,2,12,2020
ECBU,MDS9000,DS-C9396T-K9,Q2 FY2020,DEC FY2020,107,01-12-2020,2,12,2020
ECBU,MDS9000,DS-SFP-FC32G-SW,Q2 FY2020,DEC FY2020,19661,01-12-2020,2,12,2020
ECBU,MDS9000,DS-X9648-1536K9,Q2 FY2020,DEC FY2020,310,01-12-2020,2,12,2020
ERBU,A9K9KFM,A9K-RSP5-SE,Q2 FY2020,DEC FY2020,109,01-12-2020,2,12,2020
ERBU,A9K9KFM,A9K-RSP5-TR,Q2 FY2020,DEC FY2020,117,01-12-2020,2,12,2020
ERBU,A9K9KFM,A9K-RSP880-SE,Q2 FY2020,DEC FY2020,105,01-12-2020,2,12,2020
ERBU,A9K9KFM,A9K-RSP880-TR,Q2 FY2020,DEC FY2020,80,01-12-2020,2,12,2020
ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2020,DEC FY2020,92,01-12-2020,2,12,2020
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q2 FY2020,DEC FY2020,131,01-12-2020,2,12,2020
ERBU,A9K9000,A9K-9901,Q2 FY2020,DEC FY2020,155,01-12-2020,2,12,2020
QKBU,N3000,N3K-C3432D-S,Q2 FY2020,DEC FY2020,2,01-12-2020,2,12,2020
QKBU,N9300,N9K-C9336C-FX2,Q2 FY2020,DEC FY2020,2134,01-12-2020,2,12,2020
QKBU,N9300,N9K-C9348GC-FXP,Q2 FY2020,DEC FY2020,2327,01-12-2020,2,12,2020
QKBU,N9300,N9K-C9364C,Q2 FY2020,DEC FY2020,289,01-12-2020,2,12,2020
QKBU,N9300,N9K-C9364C-GX,Q2 FY2020,DEC FY2020,6,01-12-2020,2,12,2020
QKBU,N9300,N9K-C92348GC-X,Q2 FY2020,DEC FY2020,76,01-12-2020,2,12,2020
QKBU,N9300,N9K-C93108TC-FX,Q2 FY2020,DEC FY2020,895,01-12-2020,2,12,2020
QKBU,N9300,N9K-C93240YC-FX2,Q2 FY2020,DEC FY2020,758,01-12-2020,2,12,2020
QKBU,N9300,N9K-C93360YC-FX2,Q2 FY2020,DEC FY2020,297,01-12-2020,2,12,2020
QKBU,N9300,N9K-C93600CD-GX,Q2 FY2020,DEC FY2020,12,01-12-2020,2,12,2020
QKBU,N9500,N9K-C9508,Q2 FY2020,DEC FY2020,160,01-12-2020,2,12,2020
QKBU,N9500,N9K-C9508-FM-E2,Q2 FY2020,DEC FY2020,506,01-12-2020,2,12,2020
QKBU,N9500,N9K-X9736C-FX,Q2 FY2020,DEC FY2020,558,01-12-2020,2,12,2020
QKBU,N9500,N9K-X97160YC-EX,Q2 FY2020,DEC FY2020,458,01-12-2020,2,12,2020
IOTBU,IE4000,IE-4000-8T4G-E,Q2 FY2020,DEC FY2020,1458,01-12-2020,2,12,2020
IOTBU,IE4000,IE-4010-16S12P,Q2 FY2020,DEC FY2020,1100,01-12-2020,2,12,2020
NGFWBU,FPRHIGH,FPR4115-NGFW-K9,Q2 FY2020,DEC FY2020,146,01-12-2020,2,12,2020
NGFWBU,FPRLOW,FPR1010-NGFW-K9,Q2 FY2020,DEC FY2020,1592,01-12-2020,2,12,2020
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q2 FY2020,DEC FY2020,11,01-12-2020,2,12,2020
OTBU,15454W,NCS2K-400G-XP=,Q2 FY2020,DEC FY2020,47,01-12-2020,2,12,2020
OTBU,15454W,NCS2K-TNCS-2O-K9,Q2 FY2020,DEC FY2020,0,01-12-2020,2,12,2020
OTBU,15454W,NCS2015-SA-DC,Q2 FY2020,DEC FY2020,111,01-12-2020,2,12,2020
OTBU,NCS1000,NCS1K4-1.2T-K9,Q2 FY2020,DEC FY2020,6,01-12-2020,2,12,2020
OTBU,NCS1000,NCS1001-K9,Q2 FY2020,DEC FY2020,33,01-12-2020,2,12,2020
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q2 FY2020,DEC FY2020,0,01-12-2020,2,12,2020
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2020,DEC FY2020,1547,01-12-2020,2,12,2020
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2020,DEC FY2020,38,01-12-2020,2,12,2020
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2020,DEC FY2020,1694,01-12-2020,2,12,2020
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2020,DEC FY2020,329,01-12-2020,2,12,2020
BATBU,NCS540,N540-24Z8Q2C-SYS,Q2 FY2020,DEC FY2020,434,01-12-2020,2,12,2020
BATBU,NCS540,N540-ACC-SYS,Q2 FY2020,DEC FY2020,878,01-12-2020,2,12,2020
BATBU,NCS540,N540-PWR400-D,Q2 FY2020,DEC FY2020,2439,01-12-2020,2,12,2020
BATBU,NCS540,N540X-12Z16G-SYS-D,Q2 FY2020,DEC FY2020,352,01-12-2020,2,12,2020
BATBU,NCS560,A900-IMA-8Z,Q2 FY2020,DEC FY2020,2871,01-12-2020,2,12,2020
BATBU,NCS560,N560-4-RSP4,Q2 FY2020,DEC FY2020,1114,01-12-2020,2,12,2020
BATBU,NCS560,N560-4-SYS,Q2 FY2020,DEC FY2020,557,01-12-2020,2,12,2020
BATBU,NCS4200,NCS4202-SA,Q2 FY2020,DEC FY2020,62,01-12-2020,2,12,2020
SRSBU,4300ISR,ISR4321/K9,Q2 FY2020,DEC FY2020,6582,01-12-2020,2,12,2020
SRSBU,4300ISR,ISR4331/K9,Q2 FY2020,DEC FY2020,15702,01-12-2020,2,12,2020
SRSBU,4300ISR,ISR4351/K9,Q2 FY2020,DEC FY2020,2583,01-12-2020,2,12,2020
SRSBU,ISR1121,ISR4431/K9,Q2 FY2020,DEC FY2020,3887,01-12-2020,2,12,2020
SRSBU,ISR1121,ISR4451-X/K9,Q2 FY2020,DEC FY2020,2303,01-12-2020,2,12,2020
SRSBU,A9K1000,A9K1000-ESP100,Q2 FY2020,DEC FY2020,189,01-12-2020,2,12,2020
SRSBU,A9K1000,A9K1001-HX,Q2 FY2020,DEC FY2020,248,01-12-2020,2,12,2020
SRSBU,A9K1000,A9K1001-X,Q2 FY2020,DEC FY2020,1854,01-12-2020,2,12,2020
SRSBU,A9K1000,A9K1002-HX,Q2 FY2020,DEC FY2020,302,01-12-2020,2,12,2020
SRSBU,ISR1K,C1111-4P,Q2 FY2020,DEC FY2020,6131,01-12-2020,2,12,2020
SRSBU,ISR1K,C1111-8P,Q2 FY2020,DEC FY2020,8471,01-12-2020,2,12,2020
SRSBU,ISR1K,C1111-8PLTExA,Q2 FY2020,DEC FY2020,4861,01-12-2020,2,12,2020
SRSBU,ISR1K,C1116-4P,Q2 FY2020,DEC FY2020,6048,01-12-2020,2,12,2020
SRSBU,ISR1K,C1121-8P,Q2 FY2020,DEC FY2020,64,01-12-2020,2,12,2020
SRSBU,ISR1K,P-LTEA-EA,Q2 FY2020,DEC FY2020,1301,01-12-2020,2,12,2020
SRSBU,ISR900,C927-4P,Q2 FY2020,DEC FY2020,1044,01-12-2020,2,12,2020
SRSBU,VIPTELA,VEDGE-2000-AC-K9,Q2 FY2020,DEC FY2020,239,01-12-2020,2,12,2020
SRSBU,WANLAN,NIM-24A,Q2 FY2020,DEC FY2020,10216,01-12-2020,2,12,2020
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2020,DEC FY2020,1696,01-12-2020,2,12,2020
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2020,DEC FY2020,33272,01-12-2020,2,12,2020
TOASTBU,QSFP100,QSFP-40/100-SRBD,Q2 FY2020,DEC FY2020,22080,01-12-2020,2,12,2020
TOASTBU,QSFP100,QSFP-100G-AOC3M,Q2 FY2020,DEC FY2020,618,01-12-2020,2,12,2020
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q2 FY2020,DEC FY2020,566,01-12-2020,2,12,2020
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q2 FY2020,DEC FY2020,206,01-12-2020,2,12,2020
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q2 FY2020,DEC FY2020,8326,01-12-2020,2,12,2020
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q2 FY2020,DEC FY2020,7622,01-12-2020,2,12,2020
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2020,DEC FY2020,25761,01-12-2020,2,12,2020
TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2020,DEC FY2020,48999,01-12-2020,2,12,2020
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q2 FY2020,DEC FY2020,7044,01-12-2020,2,12,2020
TOASTBU,SEP25G,SFP-25G-SR-S,Q2 FY2020,DEC FY2020,13741,01-12-2020,2,12,2020
TOASTBU,SFPGE,GLC-TE,Q2 FY2020,DEC FY2020,114724,01-12-2020,2,12,2020
UOPBLRBU,C1000,C1000-24T-4G-L,Q2 FY2020,DEC FY2020,0,01-12-2020,2,12,2020
UOPBLRBU,C1000,C1000-48T-4G-L,Q2 FY2020,DEC FY2020,0,01-12-2020,2,12,2020
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2020,DEC FY2020,6099,01-12-2020,2,12,2020
UOPBLRBU,C3650,WS-C3650-48FQM,Q2 FY2020,DEC FY2020,404,01-12-2020,2,12,2020
UOPBLRBU,C9200,C9200-24T-E,Q2 FY2020,DEC FY2020,927,01-12-2020,2,12,2020
UOPBLRBU,C9200,C9200-48P-A,Q2 FY2020,DEC FY2020,1612,01-12-2020,2,12,2020
UOPBLRBU,C9200,C9200-48P-E,Q2 FY2020,DEC FY2020,6012,01-12-2020,2,12,2020
UOPBLRBU,C9200,C9200-48T-E,Q2 FY2020,DEC FY2020,983,01-12-2020,2,12,2020
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q2 FY2020,DEC FY2020,5599,01-12-2020,2,12,2020
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q2 FY2020,DEC FY2020,1944,01-12-2020,2,12,2020
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q2 FY2020,DEC FY2020,2600,01-12-2020,2,12,2020
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q2 FY2020,DEC FY2020,1115,01-12-2020,2,12,2020
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q2 FY2020,DEC FY2020,6642,01-12-2020,2,12,2020
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q2 FY2020,DEC FY2020,4858,01-12-2020,2,12,2020
UOPBLRBU,C9300,C9300-24P,Q2 FY2020,DEC FY2020,4217,01-12-2020,2,12,2020
UOPBLRBU,C9300,C9300-24T,Q2 FY2020,DEC FY2020,3307,01-12-2020,2,12,2020
UOPBLRBU,C9300,C9300-24UX,Q2 FY2020,DEC FY2020,1688,01-12-2020,2,12,2020
UOPBLRBU,C9300,C9300-48H,Q2 FY2020,DEC FY2020,1,01-12-2020,2,12,2020
UOPBLRBU,C9300,C9300-48P,Q2 FY2020,DEC FY2020,14654,01-12-2020,2,12,2020
UOPBLRBU,C9300,C9300-48T,Q2 FY2020,DEC FY2020,2969,01-12-2020,2,12,2020
UOPBLRBU,C9300,C9300-48UN,Q2 FY2020,DEC FY2020,1108,01-12-2020,2,12,2020
UOPBLRBU,C9300,C9300-48UXM,Q2 FY2020,DEC FY2020,5185,01-12-2020,2,12,2020
UOPBLRBU,C9300,C9300-NM-8X,Q2 FY2020,DEC FY2020,26934,01-12-2020,2,12,2020
UOPBLRBU,C9300L,C9300L-24T-4X-A,Q2 FY2020,DEC FY2020,80,01-12-2020,2,12,2020
UOPBLRBU,C9300L,C9300L-48P-4G-E,Q2 FY2020,DEC FY2020,446,01-12-2020,2,12,2020
UOPBLRBU,C9300L,C9300L-48P-4X-A,Q2 FY2020,DEC FY2020,444,01-12-2020,2,12,2020
UOPBLRBU,C9300L,C9300L-48P-4X-E,Q2 FY2020,DEC FY2020,1497,01-12-2020,2,12,2020
UOPBLRBU,C9300L,C9300L-48UXG-4X-A,Q2 FY2020,DEC FY2020,1,01-12-2020,2,12,2020
UOPBLRBU,C9400,C9400-LC-48U,Q2 FY2020,DEC FY2020,5992,01-12-2020,2,12,2020
UOPBLRBU,C9400,C9400-LC-48UX,Q2 FY2020,DEC FY2020,2511,01-12-2020,2,12,2020
UOPBLRBU,C9400,C9400-PWR-3200AC,Q2 FY2020,DEC FY2020,9305,01-12-2020,2,12,2020
UOPBLRBU,C9400,C9400-SUP-1,Q2 FY2020,DEC FY2020,2230,01-12-2020,2,12,2020
UOPBLRBU,C9400,C9400-SUP-1XL,Q2 FY2020,DEC FY2020,1725,01-12-2020,2,12,2020
UOPBLRBU,C9400,C9400-SUP-1XL-Y,Q2 FY2020,DEC FY2020,318,01-12-2020,2,12,2020
UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q2 FY2020,DEC FY2020,309,01-12-2020,2,12,2020
UOPBLRBU,C9400,C9410R-96U-BNDL-A,Q2 FY2020,DEC FY2020,605,01-12-2020,2,12,2020
UCEBU,PHON3PC,CP-8841-3PCC-K9,Q2 FY2020,DEC FY2020,2854,01-12-2020,2,12,2020
UCEBU,PHON3PC,CP-8865-3PCC-K9,Q2 FY2020,DEC FY2020,719,01-12-2020,2,12,2020
UCEBU,PHONVID,CP-8845-K9,Q2 FY2020,DEC FY2020,7906,01-12-2020,2,12,2020
UCEBU,PHONVID,CP-8865-K9,Q2 FY2020,DEC FY2020,8089,01-12-2020,2,12,2020
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2020,DEC FY2020,62562,01-12-2020,2,12,2020
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2020,DEC FY2020,79257,01-12-2020,2,12,2020
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2020,DEC FY2020,24264,01-12-2020,2,12,2020
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2020,DEC FY2020,53667,01-12-2020,2,12,2020
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2020,DEC FY2020,55414,01-12-2020,2,12,2020
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2020,DEC FY2020,14107,01-12-2020,2,12,2020
UCEBU,WPHONE,CP-8821-K9-BUN,Q2 FY2020,DEC FY2020,9538,01-12-2020,2,12,2020
RTOBU,C9115AX,C9115AXE-B,Q2 FY2020,DEC FY2020,2239,01-12-2020,2,12,2020
RTOBU,C9115AX,C9115AXI-B,Q2 FY2020,DEC FY2020,10897,01-12-2020,2,12,2020
RTOBU,C9120AX,C9120AXE-B,Q2 FY2020,DEC FY2020,5204,01-12-2020,2,12,2020
RTOBU,C9120AX,C9120AXI-B,Q2 FY2020,DEC FY2020,37127,01-12-2020,2,12,2020
RTOBU,C9130AX,C9130AXI-B,Q2 FY2020,DEC FY2020,10568,01-12-2020,2,12,2020
RTOBU,C980040,C9800-40-K9,Q2 FY2020,DEC FY2020,380,01-12-2020,2,12,2020
CSWBU,CBR8,CBR-D121-DS-MOD,Q2 FY2021,JAN FY2021,74,01-01-2021,2,1,2021
CSWBU,CBR8,CBR-D31-US-MOD,Q2 FY2021,JAN FY2021,37,01-01-2021,2,1,2021
CPBU,DNAHW,DN2-CPU-I6238,Q2 FY2021,JAN FY2021,542,01-01-2021,2,1,2021
CPBU,DNAHW,DN2-CPU-I8276,Q2 FY2021,JAN FY2021,260,01-01-2021,2,1,2021
CPBU,DNAHW,DN2-SD19T61X-EV,Q2 FY2021,JAN FY2021,4080,01-01-2021,2,1,2021
CRBU,8000,8201-SYS,Q2 FY2021,JAN FY2021,19,01-01-2021,2,1,2021
CRBU,8000,8800-LC-36FH,Q2 FY2021,JAN FY2021,7,01-01-2021,2,1,2021
CRBU,8000,8800-LC-48H,Q2 FY2021,JAN FY2021,985,01-01-2021,2,1,2021
CRBU,8000,8808-FC,Q2 FY2021,JAN FY2021,1063,01-01-2021,2,1,2021
CRBU,8000,8808-SYS,Q2 FY2021,JAN FY2021,215,01-01-2021,2,1,2021
CRBU,8000,8812-SYS,Q2 FY2021,JAN FY2021,2,01-01-2021,2,1,2021
CRBU,NCS55FC,NC55-5504-FC2,Q2 FY2021,JAN FY2021,149,01-01-2021,2,1,2021
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2021,JAN FY2021,828,01-01-2021,2,1,2021
CRBU,NCS55FC,NC-57-36H-SE,Q2 FY2021,JAN FY2021,1,01-01-2021,2,1,2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2021,JAN FY2021,1,01-01-2021,2,1,2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2021,JAN FY2021,427,01-01-2021,2,1,2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2021,JAN FY2021,90,01-01-2021,2,1,2021
CRBU,NCS55FC,NCS-5504-SYS,Q2 FY2021,JAN FY2021,7,01-01-2021,2,1,2021
CRBU,NCS5500,NC55-36X100G-A-SE,Q2 FY2021,JAN FY2021,141,01-01-2021,2,1,2021
CRBU,NCS5500,NCS-55A1-24Q6H-SS,Q2 FY2021,JAN FY2021,0,01-01-2021,2,1,2021
CRBU,NCS5500,NCS-55A1-36H-SE-S,Q2 FY2021,JAN FY2021,30,01-01-2021,2,1,2021
CRBU,NCS5500,NCS-5501-SE,Q2 FY2021,JAN FY2021,11,01-01-2021,2,1,2021
CRBU,NCS5500,NCS-5508,Q2 FY2021,JAN FY2021,39,01-01-2021,2,1,2021
CRBU,NCS6000,NC6-20X100GE-M-C,Q2 FY2021,JAN FY2021,27,01-01-2021,2,1,2021
CSA,HXCPU,HX-CPU-I6258R,Q2 FY2021,JAN FY2021,124,01-01-2021,2,1,2021
CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2021,JAN FY2021,1590,01-01-2021,2,1,2021
CSA,UCSB,UCS-FI-6454,Q2 FY2021,JAN FY2021,451,01-01-2021,2,1,2021
CSA,UCSB,UCSB-B200-M5,Q2 FY2021,JAN FY2021,7640,01-01-2021,2,1,2021
CSA,UCSC,UCSC-C220-M5SX,Q2 FY2021,JAN FY2021,2549,01-01-2021,2,1,2021
CSA,UCSC,UCSC-C240-M5SX,Q2 FY2021,JAN FY2021,1708,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-A7702,Q2 FY2021,JAN FY2021,12,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6226,Q2 FY2021,JAN FY2021,196,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6226R,Q2 FY2021,JAN FY2021,956,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6230,Q2 FY2021,JAN FY2021,821,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6234,Q2 FY2021,JAN FY2021,598,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6238R,Q2 FY2021,JAN FY2021,3734,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6240,Q2 FY2021,JAN FY2021,672,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6240R,Q2 FY2021,JAN FY2021,763,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6246,Q2 FY2021,JAN FY2021,341,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6248R,Q2 FY2021,JAN FY2021,3644,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6252,Q2 FY2021,JAN FY2021,182,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I6348,Q2 FY2021,JAN FY2021,4,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I8260,Q2 FY2021,JAN FY2021,902,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I8268,Q2 FY2021,JAN FY2021,459,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I8276L,Q2 FY2021,JAN FY2021,96,01-01-2021,2,1,2021
CSA,UCSCPU,UCS-CPU-I8280L,Q2 FY2021,JAN FY2021,38,01-01-2021,2,1,2021
CSA,UCSMEM,UCS-ML-128G4RT-H,Q2 FY2021,JAN FY2021,3454,01-01-2021,2,1,2021
CSA,UCSMEM,UCS-ML-X64G4RT-H,Q2 FY2021,JAN FY2021,10530,01-01-2021,2,1,2021
CSA,UCSMEM,UCS-MR-X16G1RW,Q2 FY2021,JAN FY2021,0,01-01-2021,2,1,2021
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q2 FY2021,JAN FY2021,5292,01-01-2021,2,1,2021
CSA,UCSMEM,UCS-MR-X32G2RT-H,Q2 FY2021,JAN FY2021,64749,01-01-2021,2,1,2021
CSA,UCSMEM,UCS-MR-X32G2RW,Q2 FY2021,JAN FY2021,112,01-01-2021,2,1,2021
CSA,UCSMEM,UCS-MR-X64G2RT-H,Q2 FY2021,JAN FY2021,85545,01-01-2021,2,1,2021
CSA,UCSMEM,UCS-MR-X64G2RW,Q2 FY2021,JAN FY2021,704,01-01-2021,2,1,2021
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q2 FY2021,JAN FY2021,178,01-01-2021,2,1,2021
CSA,UCSSSD,UCS-M2-240GB,Q2 FY2021,JAN FY2021,8467,01-01-2021,2,1,2021
CSA,UCST,UCSC-GPU-T4-16,Q2 FY2021,JAN FY2021,790,01-01-2021,2,1,2021
CVEBU,CTSMPS,CS-R55-UNI2-K9+,Q2 FY2021,JAN FY2021,439,01-01-2021,2,1,2021
CVEBU,CTSPS,CS-DESKPRO-K9,Q2 FY2021,JAN FY2021,3637,01-01-2021,2,1,2021
CVEBU,CTSQS,CS-CODEC-PLUS+,Q2 FY2021,JAN FY2021,2583,01-01-2021,2,1,2021
CVEBU,CTSQS,CS-CODEC-PRO+,Q2 FY2021,JAN FY2021,896,01-01-2021,2,1,2021
CVEBU,CTSQS,CS-KIT-K9,Q2 FY2021,JAN FY2021,2212,01-01-2021,2,1,2021
CVEBU,CTSQS,CS-KIT-MINI-K9,Q2 FY2021,JAN FY2021,1775,01-01-2021,2,1,2021
CVEBU,CTSQS,CS-QUADCAM+,Q2 FY2021,JAN FY2021,2033,01-01-2021,2,1,2021
CVEBU,CTSQS,CS-T10-TS+,Q2 FY2021,JAN FY2021,3326,01-01-2021,2,1,2021
CVEBU,CTSQS,CTS-CAM-P60+,Q2 FY2021,JAN FY2021,1806,01-01-2021,2,1,2021
EBBU,C9300AG,C9300-24S,Q2 FY2021,JAN FY2021,1507,01-01-2021,2,1,2021
EBBU,C9300AG,C9300-48S,Q2 FY2021,JAN FY2021,583,01-01-2021,2,1,2021
EBBU,C9500,C9K-F1-SSD-240G,Q2 FY2021,JAN FY2021,123,01-01-2021,2,1,2021
EBBU,C9500,C9500-24Y4C,Q2 FY2021,JAN FY2021,1682,01-01-2021,2,1,2021
EBBU,C9500,C9500-40X,Q2 FY2021,JAN FY2021,4574,01-01-2021,2,1,2021
EBBU,C9500,C9500-48Y4C,Q2 FY2021,JAN FY2021,2618,01-01-2021,2,1,2021
EBBU,C9600,C9600-SUP-1,Q2 FY2021,JAN FY2021,968,01-01-2021,2,1,2021
EBBU,C9600,C9606R,Q2 FY2021,JAN FY2021,597,01-01-2021,2,1,2021
ECBU,MDS9000,DS-C9148T-K9,Q2 FY2021,JAN FY2021,283,01-01-2021,2,1,2021
ECBU,MDS9000,DS-C9396T-K9,Q2 FY2021,JAN FY2021,213,01-01-2021,2,1,2021
ECBU,MDS9000,DS-SFP-FC32G-SW,Q2 FY2021,JAN FY2021,30179,01-01-2021,2,1,2021
ECBU,MDS9000,DS-X9648-1536K9,Q2 FY2021,JAN FY2021,407,01-01-2021,2,1,2021
ERBU,A9K9KFM,A9K-RSP5-SE,Q2 FY2021,JAN FY2021,158,01-01-2021,2,1,2021
ERBU,A9K9KFM,A9K-RSP5-TR,Q2 FY2021,JAN FY2021,329,01-01-2021,2,1,2021
ERBU,A9K9KFM,A9K-RSP880-SE,Q2 FY2021,JAN FY2021,67,01-01-2021,2,1,2021
ERBU,A9K9KFM,A9K-RSP880-TR,Q2 FY2021,JAN FY2021,136,01-01-2021,2,1,2021
ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2021,JAN FY2021,35,01-01-2021,2,1,2021
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q2 FY2021,JAN FY2021,112,01-01-2021,2,1,2021
ERBU,A9K9000,A99-32X100GE-X-SE,Q2 FY2021,JAN FY2021,106,01-01-2021,2,1,2021
ERBU,A9K9000,A9K-9901,Q2 FY2021,JAN FY2021,289,01-01-2021,2,1,2021
ERBU,A9K9000,A9K-9903,Q2 FY2021,JAN FY2021,11,01-01-2021,2,1,2021
QKBU,N3000,N3K-C3432D-S,Q2 FY2021,JAN FY2021,3,01-01-2021,2,1,2021
QKBU,N9300,N9K-C9336C-FX2,Q2 FY2021,JAN FY2021,3195,01-01-2021,2,1,2021
QKBU,N9300,N9K-C9348GC-FXP,Q2 FY2021,JAN FY2021,2324,01-01-2021,2,1,2021
QKBU,N9300,N9K-C9364C,Q2 FY2021,JAN FY2021,254,01-01-2021,2,1,2021
QKBU,N9300,N9K-C9364C-GX,Q2 FY2021,JAN FY2021,184,01-01-2021,2,1,2021
QKBU,N9300,N9K-C92348GC-X,Q2 FY2021,JAN FY2021,1077,01-01-2021,2,1,2021
QKBU,N9300,N9K-C93108TC-FX,Q2 FY2021,JAN FY2021,1653,01-01-2021,2,1,2021
QKBU,N9300,N9K-C93108TC-FX3P,Q2 FY2021,JAN FY2021,31,01-01-2021,2,1,2021
QKBU,N9300,N9K-C93240YC-FX2,Q2 FY2021,JAN FY2021,1777,01-01-2021,2,1,2021
QKBU,N9300,N9K-C93360YC-FX2,Q2 FY2021,JAN FY2021,581,01-01-2021,2,1,2021
QKBU,N9300,N9K-C93600CD-GX,Q2 FY2021,JAN FY2021,272,01-01-2021,2,1,2021
QKBU,N9500,N9K-C9508,Q2 FY2021,JAN FY2021,207,01-01-2021,2,1,2021
QKBU,N9500,N9K-C9508-FM-E2,Q2 FY2021,JAN FY2021,761,01-01-2021,2,1,2021
QKBU,N9500,N9K-C9508-FM-G,Q2 FY2021,JAN FY2021,68,01-01-2021,2,1,2021
QKBU,N9500,N9K-X9736C-FX,Q2 FY2021,JAN FY2021,802,01-01-2021,2,1,2021
QKBU,N9500,N9K-X97160YC-EX,Q2 FY2021,JAN FY2021,516,01-01-2021,2,1,2021
IOTBU,IE4000,IE-4000-8T4G-E,Q2 FY2021,JAN FY2021,45,01-01-2021,2,1,2021
IOTBU,IE4000,IE-4010-16S12P,Q2 FY2021,JAN FY2021,787,01-01-2021,2,1,2021
